State.csv
2.680941672194357e+01
4.809379110374276e+04
1,9.544131572442008e-03,1.383801596964605e+00
1,1.516327946902472e-02,1.352310756197199e+00
1,1.273691803625460e-02,1.283490293028461e+00
1,1.168266946097254e-02,1.269305849528949e+00
1,1.989484890561127e-02,1.541636642462443e+00
1,1.666760785730435e-02,1.435623728511599e+00
1,1.977443893075918e-02,1.547653756574565e+00
1,1.824182049910411e-02,1.508840403739429e+00
1,1.580751144905730e-02,1.581244019497452e+00
1,2.011006102775988e-02,1.583180308065119e+00
2,1.297773558309039e-02,1.837912090647619e+00
2,2.427640233829591e-02,1.733969941721203e+00
2,2.619740567043681e-02,1.852639514031373e+00
2,2.796073776256946e-02,1.862830813029558e+00
2,2.970316386382414e-02,1.890543405071708e+00
2,2.785891573535731e-02,1.907010956964548e+00
2,2.974955249538440e-02,1.917827090190013e+00
2,2.261602246068926e-02,1.616736847533920e+00
2,2.361969878580397e-02,1.676172859432633e+00
2,2.797028533777356e-02,1.856814945511116e+00
2,2.995069408028410e-02,1.944399552410943e+00
2,2.122772541392955e-02,1.949420301229648e+00
2,2.628471102875200e-02,1.874646975971669e+00
2,2.628471102875200e-02,1.874646975971669e+00
2,3.097961224967059e-02,1.953364108789082e+00
2,2.372348035305489e-02,1.957127856297092e+00
2,2.480056820242815e-02,1.738219121299271e+00
2,2.623292090114704e-02,1.813272221984239e+00
2,3.051235972182799e-02,1.983697789620994e+00
2,2.437453192299249e-02,1.743532767133629e+00
2,2.882603796793332e-02,1.933264601421890e+00
2,3.058347780760701e-02,1.994658151384264e+00
2,2.646230126915829e-02,1.838949204089919e+00
2,2.146205609576558e-02,1.638976012122222e+00
3,2.253652997072816e-02,2.125570294130545e+00
3,2.420319067321102e-02,2.212541458072738e+00
3,2.796549043783493e-02,2.284433162323007e+00
3,1.492694215136903e-02,2.150391721312651e+00
3,1.528200069936821e-02,2.089257588155900e+00
3,2.826649301632840e-02,2.218005062827372e+00
3,2.747237883801518e-02,2.038077884508272e+00
3,2.339630107370961e-02,2.461996842877657e+00
3,3.251127912242803e-02,2.099408351759860e+00
3,3.077801759027486e-02,2.102258028175302e+00
3,3.065405436261390e-02,2.120584096084202e+00
3,3.067849042392165e-02,2.106304085866557e+00
3,3.154788237736644e-02,2.151933979974778e+00
3,2.281416984286140e-02,2.162188519665211e+00
3,2.925195367891986e-02,2.168645459281545e+00
3,3.326484623821651e-02,2.201615763446644e+00
3,3.237519307502497e-02,2.219185971796453e+00
3,3.443253097314650e-02,2.224880252797184e+00
3,3.138525452845808e-02,2.035857875651489e+00
3,3.616726240263123e-02,2.286714382634831e+00
3,3.319257803964046e-02,2.121745254553546e+00
3,3.319257803964046e-02,2.121745254553546e+00
3,3.396311896788903e-02,2.214529663573894e+00
3,3.396311896788903e-02,2.214529663573894e+00
3,3.522833538889080e-02,2.280033697323879e+00
3,3.231917153985431e-02,2.314497981182252e+00
3,3.467221643776879e-02,2.154562420965441e+00
3,3.104219353971273e-02,2.381163165999296e+00
3,3.786295678535383e-02,2.286590055634434e+00
3,3.251385447838846e-02,2.347209981695315e+00
3,3.692461314119039e-02,2.346057129373056e+00
3,3.692461314119039e-02,2.346057129373056e+00
3,3.888736457138691e-02,2.349470570096392e+00
3,3.492958240571385e-02,2.363115115676488e+00
3,3.537081777649037e-02,2.191343521897447e+00
3,3.621250888835222e-02,2.363745179921635e+00
3,3.591628464270465e-02,2.246254836243123e+00
3,2.720559376557853e-02,2.371110856281907e+00
3,3.618330235680194e-02,2.321478098530794e+00
3,3.618330235680194e-02,2.321478098530794e+00
3,3.402900648043927e-02,2.223829330499749e+00
3,3.601217023740923e-02,2.224937296598330e+00
3,3.601217023740923e-02,2.224937296598330e+00
3,3.138525452845808e-02,2.061560818226449e+00
3,3.578758646892279e-02,2.387838698897602e+00
3,3.894873509715410e-02,2.401400206659018e+00
3,3.864141849907094e-02,2.366858222228571e+00
3,3.512850924820628e-02,2.153774308262290e+00
3,3.366621804756583e-02,2.415957572946739e+00
3,3.326484623821651e-02,2.267010289841575e+00
3,3.326484623821651e-02,2.267010289841575e+00
3,3.467221643776879e-02,2.189311883574409e+00
3,3.467221643776879e-02,2.189311883574409e+00
3,3.867234829651239e-02,2.427720056727823e+00
3,3.515059357033515e-02,2.200692216514752e+00
3,3.515059357033515e-02,2.200692216514752e+00
3,3.453067518898632e-02,2.202410733639394e+00
3,3.453067518898632e-02,2.202410733639394e+00
3,3.798044467202912e-02,2.320079348379095e+00
3,3.247006833269026e-02,2.041286947743289e+00
3,3.538947795766760e-02,2.189645825533474e+00
3,3.257613992701025e-02,2.052027637227876e+00
3,4.007925826560201e-02,2.439137007448256e+00
3,3.268022911072055e-02,2.057748722449486e+00
3,3.811131440543226e-02,2.441875157198334e+00
3,3.811131440543226e-02,2.441875157198334e+00
3,3.338500539589678e-02,2.442144858783205e+00
3,4.002715221037887e-02,2.442257904022703e+00
3,3.976180264370398e-02,2.442399106138013e+00
3,3.484512874522581e-02,2.168753406432422e+00
3,3.256329720966648e-02,2.445738334167531e+00
